"Mass","Total_all_peaks","Total_all_sed","Total_all_water","Total_mf_peaks","Total_mf_sed","Total_mf_water"
"357.1482048",1,1,NA,1,1,NA
"357.1507831",5,5,NA,5,5,NA
"357.1554992",36163,17689,18474,35653,17454,18199
"357.1562683",2,2,NA,2,2,NA
"357.1684932",1947,1937,10,1901,1891,10
"357.1707355",2104,21,2083,2103,21,2082
"357.1739556",147,89,58,128,70,58
"357.1742222",3,NA,3,3,NA,3
"357.1771573",4,1,3,4,1,3
"357.1780923",5,5,NA,2,2,NA
"357.1860597",69,69,NA,69,69,NA
"357.1927688",4,4,NA,2,2,NA
"357.2031966",10,NA,10,10,NA,10
"357.2071705",1262,1232,30,1262,1232,30
"357.2144125",555,555,NA,554,554,NA
"357.2282738",11872,11431,441,11869,11428,441
"357.2291269",2,2,NA,1,1,NA
"357.2394032",1,NA,1,1,NA,1
"357.2646796",4445,4424,21,4444,4423,21
"357.9943209",1,1,NA,1,1,NA
"358.0204637",1503,NA,1503,1497,NA,1497
"358.0334486",3,NA,3,4,NA,4
"358.0416411",1557,10,1547,1492,10,1482
"358.0419138",12,NA,12,11,NA,11
"358.0568909",10155,262,9893,10153,262,9891
"358.0602729",310,NA,310,309,NA,309
"358.0908249",3,3,NA,2,2,NA
"358.0932734",9167,256,8911,9166,256,8910
"358.1399596",1,1,NA,1,1,NA
"358.1507103",7042,3598,3444,7031,3589,3442
"358.1619805",1057,1057,NA,1057,1057,NA
"358.1660399",103,NA,103,103,NA,103
"358.1871972",5707,5402,305,5693,5389,304
"358.1880649",4,4,NA,4,4,NA
"358.1983945",2853,2853,NA,2843,2843,NA
"358.2235211",8104,7294,810,8082,7273,809
"358.2243862",1,1,NA,1,1,NA
"358.2599916",3,NA,3,3,NA,3
"359.0020268",1,1,NA,1,1,NA
"359.0045133",9614,1853,7761,9550,1822,7728
"359.0108842",1,1,NA,1,1,NA
"359.0230712",49,NA,49,49,NA,49
"359.0256737",2024,99,1925,2024,99,1925
"359.0267357",1,1,NA,1,1,NA
"359.0333436",6,NA,6,2,NA,2
"359.0409252",6688,1603,5085,6685,1603,5082
"359.0411758",6,6,NA,6,6,NA
"359.0442657",3885,200,3685,3882,200,3682
"359.0513679",14,8,6,8,7,1
"359.0589424",1,1,NA,1,1,NA
"359.0595502",107,NA,107,106,NA,106
"359.0619959",22640,6688,15952,22655,6704,15951
"359.0650839",115,NA,115,113,NA,113
"359.0653778",15,NA,15,15,NA,15
"359.0665333",49,49,NA,22,22,NA
"359.0733896",1,NA,1,1,NA,1
"359.0750063",133,126,7,130,123,7
"359.0806207",8735,172,8563,8732,171,8561
"359.0835519",5,5,NA,5,5,NA
"359.0876806",35,35,NA,10,10,NA
"359.0879376",41,41,NA,26,26,NA
"359.0984239",13793,4935,8858,13792,4935,8857
"359.1017792",36,18,18,36,18,18
"359.1114184",915,885,30,739,714,25
"359.1169502",1050,38,1012,1189,48,1141
"359.1242624",25,25,NA,23,23,NA
"359.1250259",17,1,16,12,1,11
"359.1288429",4,4,NA,4,4,NA
"359.1347452",25373,11836,13537,25372,11835,13537
"359.1356045",2,2,NA,2,2,NA
"359.1378498",20,NA,20,20,NA,20
"359.1420718",17,17,NA,7,7,NA
"359.1459932",113,113,NA,113,113,NA
"359.1473529",1,1,NA,1,1,NA
"359.1478017",1262,1262,NA,1155,1155,NA
"359.1500213",23134,6146,16988,23133,6146,16987
"359.1533018",269,33,236,261,33,228
"359.1535359",2,2,NA,2,2,NA
"359.1572531",2069,2069,NA,2112,2112,NA
"359.1613279",1,1,NA,1,1,NA
"359.1711775",21989,12840,9149,21989,12840,9149
"359.1719597",4,4,NA,3,3,NA
"359.1816593",2,2,NA,1,1,NA
"359.1824219",39,22,17,38,22,16
"359.1864203",5697,963,4734,5697,963,4734
"359.1897388",18,18,NA,18,18,NA
"359.1936001",858,858,NA,858,858,NA
"359.2074846",5470,5213,257,5469,5212,257
"359.2083548",5,5,NA,2,2,NA
"359.2106313",391,363,28,391,363,28
"359.2188462",11,NA,11,10,NA,10
"359.2227778",1372,1339,33,1372,1339,33
"359.2439319",8276,8244,32,8276,8244,32
"359.2447986",2,2,NA,2,2,NA
"359.2551777",11,11,NA,11,11,NA
"359.9996549",14,NA,14,14,NA,14
"360.0118876",15,15,NA,15,15,NA
"360.0361542",9165,260,8905,9165,260,8905
"360.0395184",199,NA,199,199,NA,199
"360.0491396",50,NA,50,49,NA,49
"360.0572322",3792,NA,3792,3733,NA,3733
"360.0759181",332,1,331,331,1,330
"360.0845309",1,NA,1,1,NA,1
"360.0939967",1,1,NA,1,1,NA
"360.0945128",17,17,NA,16,16,NA
"360.1097014",4,4,NA,2,2,NA
"360.1200936",209,NA,209,230,NA,230
"360.1219285",941,17,924,430,6,424
"360.1299489",1573,578,995,1570,578,992
"360.1301622",4,NA,4,2,NA,2
"360.1309536",43,43,NA,41,41,NA
"360.1664452",9531,7275,2256,9207,7016,2191
"360.1673002",4,4,NA,2,2,NA
"360.1776328",2775,2775,NA,2707,2707,NA
"360.1816367",172,172,NA,167,167,NA
"360.1928769",34,34,NA,34,34,NA
"360.1946802",2105,2048,57,1263,1226,37
"360.2027516",1482,1441,41,1481,1440,41
"360.2180663",30,30,NA,30,30,NA
"360.2391994",2842,2669,173,2811,2638,173
"360.2401076",5,5,NA,3,3,NA
"360.2674679",2380,2380,NA,1704,1704,NA
"360.9842396",7,NA,7,7,NA,7
"360.9916963",1,1,NA,1,1,NA
"361.0024232",75,5,70,75,5,70
"361.0079987",10,10,NA,8,8,NA
"361.0088412",18,18,NA,12,12,NA
"361.0201475",18037,5042,12995,18036,5041,12995
"361.0235551",269,3,266,269,3,266
"361.0248151",1,1,NA,1,1,NA
"361.0314558",41,11,30,41,11,30
"361.0353467",13,13,NA,13,13,NA
"361.0387603",314,15,299,299,11,288
"361.0412698",8870,450,8420,8869,450,8419
"361.0446404",2,NA,2,1,NA,1
"361.0477207",2,NA,2,2,NA,2
"361.0598496",3109,57,3052,3108,57,3051
"361.0635857",4,4,NA,4,4,NA
"361.0657368",1,NA,1,1,NA,1
"361.0670475",28,28,NA,27,27,NA
"361.0678574",557,NA,557,567,NA,567
"361.0745427",2,2,NA,2,2,NA
"361.0764675",1,1,NA,1,1,NA
"361.0807807",334,NA,334,257,NA,257
"361.0810021",4,NA,4,3,NA,3
"361.0822043",28,28,NA,22,22,NA
"361.0858119",77,77,NA,9,9,NA
"361.0929312",30196,9744,20452,30197,9746,20451
"361.0936479",2,2,NA,1,1,NA
"361.0962708",8071,300,7771,8064,297,7767
"361.1034692",35,35,NA,28,28,NA
"361.1115724",53,NA,53,53,NA,53
"361.1140532",18718,7718,11000,18288,7523,10765
"361.1143369",8,2,6,8,2,6
"361.1172839",126,14,112,98,11,87
"361.1175141",2,1,1,2,1,1
"361.1269491",25,25,NA,25,25,NA
"361.1292859",37578,11530,26048,37575,11529,26046
"361.1327577",2,NA,2,2,NA,2
"361.1404862",5,NA,5,4,NA,4
"361.1423317",23345,11975,11370,17309,8547,8762
"361.1445039",13,13,NA,13,13,NA
"361.1504109",23902,13000,10902,23121,12573,10548
"361.1513228",3,3,NA,2,2,NA
"361.1533032",1,NA,1,1,NA,1
"361.1535767",9,9,NA,1,1,NA
"361.1577949",22,22,NA,11,11,NA
"361.1657046",18467,7089,11378,18466,7088,11378
"361.1689811",55,6,49,52,6,46
"361.1877397",3,3,NA,2,2,NA
"361.2020508",5867,2943,2924,5950,2945,3005
"361.2151155",9289,9040,249,3391,3294,97
"361.2231964",8667,8641,26,8666,8640,26
"361.2241367",1,1,NA,1,1,NA
"361.2263393",964,906,58,548,516,32
"361.2384924",677,677,NA,677,677,NA
"361.2595774",19,19,NA,19,19,NA
"361.2878733",1367,1325,42,1022,1000,22
"361.9563936",1,1,NA,1,1,NA
"362.0153701",2080,NA,2080,2080,NA,2080
"362.0459204",1,NA,1,1,NA,1
"362.0520688",15,8,7,13,8,5
"362.0552102",35,NA,35,35,NA,35
"362.0648049",413,NA,413,300,NA,300
"362.0732002",7,NA,7,7,NA,7
"362.0881611",18781,1353,17428,18996,1359,17637
"362.0889744",7,7,NA,7,7,NA
"362.0915217",237,63,174,237,63,174
"362.1012031",1334,63,1271,569,23,546
"362.1093336",7058,2803,4255,6649,2630,4019
"362.1246138",1842,26,1816,1838,26,1812
"362.1279894",2,2,NA,2,2,NA
"362.1375594",296,181,115,196,125,71
"362.1465853",2,2,NA,1,1,NA
"362.1609376",2935,140,2795,2935,140,2795
"362.1642985",29,13,16,28,13,15
"362.1739691",679,631,48,383,353,30
"362.1821174",5115,5017,98,4865,4768,97
"362.1890324",1,1,NA,1,1,NA
"362.1972662",18,NA,18,18,NA,18
"362.2193155",3,3,NA,1,1,NA
"362.2831159",182,182,NA,163,163,NA
"362.9817386",6,3,3,6,3,3
"362.9887719",12,12,NA,11,11,NA
"362.9994703",1199,162,1037,1199,162,1037
"362.9997179",21,8,13,21,8,13
"363.0178107",2,NA,2,2,NA,2
"363.0180917",125,5,120,122,5,117
"363.0347506",3,3,NA,3,3,NA
"363.0357881",26011,8166,17845,26051,8167,17884
"363.0390813",577,NA,577,576,NA,576
"363.0453104",1,1,NA,1,1,NA
"363.0471313",273,NA,273,273,NA,273
"363.0484092",4,4,NA,2,2,NA
"363.0537768",2,1,1,2,1,1
"363.0543747",457,30,427,434,30,404
"363.0569193",2560,NA,2560,2560,NA,2560
"363.0650943",1,1,NA,1,1,NA
"363.0710724",2,2,NA,2,2,NA
"363.0722122",18122,4344,13778,18122,4344,13778
"363.0755589",3286,14,3272,3278,14,3264
"363.0816171",1,1,NA,1,1,NA
"363.0824346",1,1,NA,1,1,NA
"363.0835367",433,4,429,431,4,427
"363.0874327",58,NA,58,58,NA,58
"363.0907668",427,NA,427,426,NA,426
"363.0932688",3806,194,3612,3806,194,3612
"363.0964136",53,7,46,34,6,28
"363.0972036",3,3,NA,3,3,NA
"363.1118361",1052,52,1000,826,52,774
"363.1131736",4,4,NA,4,4,NA
"363.1198751",591,NA,591,591,NA,591
"363.1215932",20109,10036,10073,11824,5792,6032
"363.1267875",3,NA,3,1,NA,1
"363.1271225",99,NA,99,98,NA,98
"363.1284802",8,1,7,6,1,5
"363.1304786",1,1,NA,1,1,NA
"363.1327626",46,NA,46,46,NA,46
"363.1449786",15906,5565,10341,15645,5528,10117
"363.1481714",188,41,147,186,40,146
"363.1483728",10,NA,10,10,NA,10
"363.1660194",2519,2290,229,2518,2289,229
"363.1788288",1,1,NA,1,1,NA
"363.1812892",14885,7450,7435,14640,7248,7392
"363.1821211",1,1,NA,1,1,NA
"363.1846032",117,40,77,117,40,77
"363.1848276",2,2,NA,2,2,NA
"363.1885027",6,6,NA,6,6,NA
"363.1943423",7510,6376,1134,7085,6016,1069
"363.2023934",279,261,18,279,261,18
"363.2136896",457,440,17,453,437,16
"363.2177281",3800,2918,882,3720,2856,864
"363.2210679",975,847,128,878,765,113
"363.2389053",4,NA,4,4,NA,4
"363.2540179",7,7,NA,7,7,NA
"363.2670624",1348,1336,12,1337,1325,12
"364.0059377",3,2,1,3,2,1
"364.0310639",8770,175,8595,8770,175,8595
"364.0495255",1,NA,1,1,NA,1
"364.0522192",26,NA,26,21,NA,21
"364.0674047",16336,1688,14648,16331,1686,14645
"364.0702994",1,NA,1,1,NA,1
"364.0708619",8,NA,8,8,NA,8
"364.0786949",714,NA,714,714,NA,714
"364.0796286",4,2,2,4,2,2
"364.0803955",114,4,110,114,4,110
"364.0885367",4111,699,3412,4110,699,3411
"364.0980778",3,NA,3,3,NA,3
"364.1038292",17808,1386,16422,17808,1386,16422
"364.1258887",2,2,NA,1,1,NA
"364.1280604",125,125,NA,90,90,NA
"364.1401707",15887,1364,14523,15883,1371,14512
"364.1436702",2,2,NA,2,2,NA
"364.1531819",645,537,108,641,533,108
"364.1613157",5916,4824,1092,5913,4821,1092
"364.1622473",3,3,NA,3,3,NA
"364.1644025",164,164,NA,163,163,NA
"364.1766184",560,78,482,553,78,475
"364.1799783",19,19,NA,19,19,NA
"364.1896094",1749,1712,37,1325,1296,29
"364.1987046",4,4,NA,2,2,NA
"364.2129275",40,40,NA,41,41,NA
"364.2259804",3312,2894,418,3121,2724,397
"364.2340853",825,812,13,825,812,13
"364.9973305",247,12,235,247,12,235
"365.0044094",8,8,NA,7,7,NA
"365.0067639",1,NA,1,1,NA,1
"365.0263638",9,NA,9,9,NA,9
"365.0280514",218,NA,218,218,NA,218
"365.0302796",88,29,59,88,29,59
"365.0336024",521,29,492,521,29,492
"365.0338327",1,1,NA,1,1,NA
"365.0361074",10,10,NA,10,10,NA
"365.0370374",4,4,NA,4,4,NA
"365.0391974",1,1,NA,1,1,NA
"365.0433159",13,NA,13,12,NA,12
"365.0500364",15,13,2,14,12,2
"365.0513776",10982,3134,7848,10723,3002,7721
"365.0548913",15,NA,15,12,NA,12
"365.0559626",64,64,NA,43,43,NA
"365.0561996",4,4,NA,2,2,NA
"365.0627075",1826,20,1806,1825,20,1805
"365.0644569",5334,1402,3932,4526,1153,3373
"365.0666667",112,NA,112,112,NA,112
"365.0677835",133,80,53,107,79,28
"365.0699436",245,11,234,244,11,233
"365.0701741",2,NA,2,2,NA,2
"365.0724362",21,3,18,22,3,19
"365.0732536",7,7,NA,5,5,NA
"365.0878382",39066,13289,25777,39061,13289,25772
"365.0911348",983,9,974,979,9,970
"365.0991282",1553,NA,1553,1553,NA,1553
"365.1008669",21047,9789,11258,13388,6058,7330
"365.1030413",29,NA,29,29,NA,29
"365.1063376",264,NA,264,264,NA,264
"365.1119634",1,NA,1,1,NA,1
"365.1128392",2,NA,2,2,NA,2
"365.1194477",1,1,NA,1,1,NA
"365.1241727",21568,8955,12613,21184,8763,12421
"365.1250276",2,2,NA,2,2,NA
"365.1274365",253,35,218,222,32,190
"365.1276785",1,1,NA,1,1,NA
"365.1393447",2,NA,2,2,NA,2
"365.1427874",581,NA,581,581,NA,581
"365.1452947",271,179,92,271,179,92
"365.1454912",3,3,NA,3,3,NA
"365.1462409",1,1,NA,1,1,NA
"365.1501128",26,26,NA,22,22,NA
"365.1606438",9928,3336,6592,9503,3177,6326
"365.1615756",2,2,NA,2,2,NA
"365.1639128",315,113,202,314,113,201
"365.1718229",17,NA,17,16,NA,16
"365.1817123",76,NA,76,76,NA,76
"365.1888874",34,34,NA,29,29,NA
"365.1969623",20773,10839,9934,21040,11063,9977
"365.1979503",2,2,NA,1,1,NA
"365.2002389",33,22,11,31,20,11
"365.2100088",8869,7629,1240,8131,6999,1132
"365.2181231",151,52,99,151,52,99
"365.2334124",2498,2434,64,2498,2434,64
"365.2367361",1058,845,213,1024,815,209
"365.2657119",36,36,NA,35,35,NA
"365.2698037",6,6,NA,5,5,NA
"366.0012966",8,7,1,2,2,NA
"366.0288638",27,NA,27,27,NA,27
"366.0359143",5,5,NA,5,5,NA
"366.0409139",3,NA,3,1,NA,1
"366.0496058",8,8,NA,7,7,NA
"366.0619964",26,NA,26,26,NA,26
"366.0673688",3,2,1,3,2,1
"366.0830912",21486,1988,19498,21484,1988,19496
"366.0960948",906,819,87,683,625,58
"366.1194629",19025,1887,17138,19023,1887,17136
"366.1325089",3297,2147,1150,1147,762,385
"366.1409092",9,3,6,8,2,6
"366.1415254",2,2,NA,2,2,NA
"366.1558943",3528,1351,2177,3638,1402,2236
"366.1697259",4,4,NA,4,4,NA
"366.1769935",3519,3519,NA,3233,3233,NA
"366.1801237",569,569,NA,75,75,NA
"366.2246291",2,NA,2,2,NA,2
"366.2285984",20,20,NA,20,20,NA
"366.2416661",3094,3044,50,1010,998,12
"366.2497563",1166,1084,82,1135,1054,81
"366.9648433",2,NA,2,2,NA,2
"366.9944695",1,NA,1,1,NA,1
"367.0014653",3,3,NA,2,2,NA
"367.0095785",250,165,85,250,165,85
"367.0129081",661,35,626,704,38,666
"367.0200357",1,1,NA,1,1,NA
"367.0293413",11,11,NA,11,11,NA
"367.0306865",21626,5842,15784,21625,5842,15783
"367.0411633",3,3,NA,3,3,NA
"367.0420347",43,NA,43,43,NA,43
"367.0433913",1,NA,1,1,NA,1
"367.0459765",2786,422,2364,2786,422,2364
"367.0488169",1,NA,1,1,NA,1
"367.0492837",1574,76,1498,1573,75,1498
"367.0566767",26,4,22,25,4,21
"367.0587466",4,NA,4,2,NA,2
"367.0600338",5,5,NA,3,3,NA
"367.0613347",1,1,NA,1,1,NA
"367.0671094",38412,13109,25303,38410,13109,25301
"367.0684195",2,2,NA,2,2,NA
"367.0703979",203,NA,203,198,NA,198
"367.0741697",2,2,NA,2,2,NA
"367.0784012",1445,10,1435,1445,10,1435
"367.0801169",4741,2281,2460,3538,1683,1855
"367.0823779",384,NA,384,384,NA,384
"367.0855977",429,NA,429,428,NA,428
"367.0880739",1,1,NA,1,1,NA
"367.0889983",2,2,NA,1,1,NA
"367.0921442",6,NA,6,6,NA,6
"367.0929359",8,4,4,7,4,3
"367.0964236",1,1,NA,1,1,NA
"367.1034613",49691,19444,30247,49701,19453,30248
"367.1147643",3049,NA,3049,3049,NA,3049
"367.1165264",20717,11429,9288,8650,4354,4296
"367.1173519",2,2,NA,2,2,NA
"367.1187179",495,31,464,495,31,464
"367.1220623",1036,41,995,1036,41,995
"367.1246205",266,174,92,266,174,92
"367.1285228",4,NA,4,4,NA,4
"367.1293296",24,24,NA,22,22,NA
"367.1399195",5741,1339,4402,5001,1110,3891
"367.1431531",101,30,71,101,30,71
"367.1510806",198,NA,198,198,NA,198
"367.1550685",134,NA,134,134,NA,134
"367.1584369",610,42,568,606,42,564
"367.1586359",1,NA,1,1,NA,1
"367.1609476",100,100,NA,99,99,NA
"367.1658082",18,18,NA,17,17,NA
"367.1661728",4,4,NA,1,1,NA
"367.1762158",24798,11723,13075,24789,11720,13069
"367.1771283",3,3,NA,3,3,NA
"367.1795437",122,86,36,119,84,35
"367.1914432",248,248,NA,239,239,NA
"367.1948787",135,6,129,135,6,129
"367.1973448",1237,1228,9,1237,1228,9
"367.2086009",5,5,NA,5,5,NA
"367.2102085",4,4,NA,4,4,NA
"367.2126519",17093,11311,5782,16676,11084,5592
"367.2136141",1,1,NA,1,1,NA
"367.2159253",131,109,22,129,107,22
"367.2255178",952,952,NA,952,952,NA
"367.2266654",3,3,NA,3,3,NA
"367.2312161",118,84,34,118,84,34
"367.2489513",787,787,NA,787,787,NA
"367.2630422",1,1,NA,1,1,NA
"367.2853814",223,221,2,223,221,2
"367.9983751",4,4,NA,4,4,NA
"368.0080602",1,NA,1,1,NA,1
"368.0268795",3,NA,3,3,NA,3
"368.0385948",3,NA,3,3,NA,3
"368.0388171",1,NA,1,1,NA,1
"368.0623951",5866,318,5548,5853,318,5535
"368.0626636",3,1,2,2,1,1
"368.0809537",101,NA,101,103,NA,103
"368.0905797",136,NA,136,136,NA,136
"368.0987097",24716,3435,21281,24714,3435,21279
"368.1117355",1783,1758,25,1222,1206,16
"368.1250807",1,NA,1,1,NA,1
"368.1269512",15,NA,15,15,NA,15
"368.1351331",16591,2354,14237,16588,2354,14234
"368.1562607",1606,1606,NA,1598,1598,NA
"368.1593344",83,83,NA,78,78,NA
"368.1714856",14868,8216,6652,14770,8213,6557
"368.1844543",289,271,18,289,271,18
"368.2079038",1666,1412,254,1665,1411,254
"368.2106979",2,2,NA,2,2,NA
"368.9766214",82,82,NA,81,81,NA
"369.0086336",8,8,NA,5,5,NA
"369.0099679",7575,576,6999,7577,576,7001
"369.0252119",5249,1079,4170,5248,1079,4169
"369.0285398",1092,31,1061,1087,31,1056
"369.0358294",107,15,92,78,14,64
"369.0382289",1108,10,1098,1083,9,1074
"369.0437151",1,1,NA,1,1,NA
"369.0463181",19131,5666,13465,18726,5520,13206
"369.0592685",125,19,106,126,19,107
"369.0648494",864,18,846,862,18,844
"369.0722975",77,34,43,61,33,28
"369.0728768",8,NA,8,8,NA,8
"369.0756486",3,3,NA,3,3,NA
"369.0827443",35323,13149,22174,35282,13112,22170
"369.0837095",1,1,NA,1,1,NA
"369.0858916",456,NA,456,184,NA,184
"369.0861307",12,NA,12,12,NA,12
"369.0957223",1975,1689,286,1877,1604,273
"369.0980102",7892,154,7738,7881,154,7727
"369.1012127",607,11,596,598,10,588
"369.1068291",5,5,NA,5,5,NA
"369.1076362",2,NA,2,2,NA,2
"369.1078614",30,NA,30,30,NA,30
"369.1086582",30,30,NA,24,24,NA
"369.1190631",11917,4280,7637,11914,4278,7636
"369.1199504",4,4,NA,4,4,NA
"369.1222192",77,5,72,77,5,72
"369.1224486",41,41,NA,39,39,NA
"369.1321274",7052,5641,1411,6665,5330,1335
"369.1376674",246,4,242,228,13,215
"369.1410678",2,2,NA,1,1,NA
"369.1431005",1,NA,1,1,NA,1
"369.1555194",32392,15287,17105,32134,15083,17051
"369.1563145",5,5,NA,5,5,NA
"369.1587928",48,6,42,47,5,42
"369.1666459",1,NA,1,1,NA,1
"369.1685393",7548,7217,331,6358,6072,286
"369.1696363",5,5,NA,4,4,NA
"369.1707724",362,NA,362,362,NA,362
"369.1740825",618,208,410,613,208,405
"369.1742973",1,1,NA,1,1,NA
"369.1765589",34,25,9,34,25,9
"369.1780353",21,21,NA,21,21,NA
"369.1797487",2,NA,2,2,NA,2
"369.1814625",57,57,NA,53,53,NA
"369.1817978",6,6,NA,2,2,NA
"369.1820931",1,1,NA,1,1,NA
"369.1837969",11914,6168,5746,8184,4049,4135
"369.1848278",1,1,NA,1,1,NA
"369.1918398",10993,6341,4652,10988,6337,4651
"369.1967655",7,7,NA,6,6,NA
"369.2031119",301,274,27,301,274,27
"369.2039385",2,2,NA,1,1,NA
"369.2048492",842,835,7,797,790,7
"369.2161712",258,258,NA,192,192,NA
"369.2282876",11889,11240,649,11890,11240,650
"369.2434183",1,1,NA,1,1,NA
"369.2645524",136,136,NA,135,135,NA
"369.2648023",29,29,NA,29,29,NA
"369.2757708",1,1,NA,1,1,NA
"369.2759792",2,2,NA,2,2,NA
"369.3010224",284,284,NA,284,284,NA
"369.3374104",15,15,NA,15,15,NA
"370.0205104",510,6,504,510,6,504
"370.0239054",58,NA,58,58,NA,58
"370.0568279",2930,72,2858,2930,72,2858
"370.0601278",7,NA,7,7,NA,7
"370.0698682",215,4,211,177,1,176
"370.0779692",16045,1122,14923,16043,1122,14921
"370.0812939",6,6,NA,6,6,NA
"370.0910244",681,665,16,292,285,7
"370.0926482",1,NA,1,1,NA,1
"370.0932298",3113,NA,3113,3112,NA,3112
"370.1062898",1287,NA,1287,594,NA,594
"370.1146859",5,5,NA,4,4,NA
"370.1178568",1,1,NA,1,1,NA
"370.1295584",28,NA,28,28,NA,28
"370.1329126",11,NA,11,10,NA,10
"370.1385997",4,4,NA,3,3,NA
"370.1448368",2,2,NA,2,2,NA
"370.1507341",13893,4013,9880,13892,4013,9879
"370.1542451",1,1,NA,1,1,NA
"370.1619519",800,785,15,789,774,15
"370.1636088",6,6,NA,6,6,NA
"370.1790063",11,11,NA,11,11,NA
"370.2235484",529,487,42,529,487,42
"370.2599205",239,204,35,239,204,35
"370.2882172",1034,1034,NA,372,372,NA
"370.9683917",360,43,317,114,4,110
"370.9868001",6,NA,6,6,NA,6
"371.0044664",292,38,254,292,38,254
"371.0057886",114,30,84,5,4,1
"371.0174923",302,NA,302,302,NA,302
"371.0229615",6,NA,6,7,NA,7
"371.0255725",6064,713,5351,6064,713,5351
"371.0257756",3,NA,3,3,NA,3
"371.0335859",4,NA,4,4,NA,4
"371.0380256",1,1,NA,1,1,NA
"371.0385051",28,NA,28,28,NA,28
"371.0408802",13556,3601,9955,13941,3749,10192
"371.0441824",1512,27,1485,1512,27,1485
"371.0443932",7,NA,7,6,NA,6
"371.0503475",3,NA,3,2,NA,2
"371.0515036",170,82,88,75,39,36
"371.0589609",2,2,NA,2,2,NA
"371.0592774",1,1,NA,1,1,NA
"371.0620102",29131,9787,19344,29534,9935,19599
"371.0623497",2,2,NA,2,2,NA
"371.0651043",34,NA,34,34,NA,34
"371.0653291",11,NA,11,11,NA,11
"371.0749135",74,41,33,68,41,27
"371.0805043",1676,24,1652,1668,24,1644
"371.0807449",5,NA,5,3,NA,3
"371.0878472",131,126,5,126,121,5
"371.0902981",10483,2246,8237,7360,1453,5907
"371.0912904",2,2,NA,2,2,NA
"371.0983408",19051,6813,12238,19051,6813,12238
"371.1014586",218,NA,218,217,NA,217
"371.1017943",3,NA,3,3,NA,3
"371.1113408",831,756,75,844,770,74
"371.1136558",13920,1093,12827,13919,1093,12826
"371.1169082",1153,25,1128,1138,25,1113
"371.1171072",4,2,2,4,2,2
"371.1243249",637,606,31,237,232,5
"371.1347918",27349,11873,15476,27688,12029,15659
"371.1375894",1,NA,1,1,NA,1
"371.1380372",46,1,45,44,1,43
"371.1450898",1,NA,1,1,NA,1
"371.1460121",1323,1323,NA,1323,1323,NA
"371.1488742",4,4,NA,2,2,NA
"371.1500297",12337,50,12287,12336,50,12286
"371.1533601",1699,682,1017,1598,623,975
"371.1572656",680,680,NA,677,677,NA
"371.1606361",15,15,NA,12,12,NA
"371.1744351",8,6,2,7,6,1
"371.1784796",20,20,NA,18,18,NA
"371.1840989",509,509,NA,506,506,NA
"371.1864439",497,31,466,497,31,466
"371.1896859",131,54,77,129,53,76
"371.1899353",1,1,NA,1,1,NA
"371.1971513",13,13,NA,8,8,NA
"371.1974703",3,3,NA,2,2,NA
"371.1976666",1,1,NA,1,1,NA
"371.2015884",2,2,NA,2,2,NA
"371.2075705",11260,9706,1554,10969,9470,1499
"371.2084384",4,4,NA,3,3,NA
"371.2187827",104,58,46,104,58,46
"371.2227837",446,446,NA,446,446,NA
"371.2300688",182,182,NA,178,178,NA
"371.2439257",8493,8284,209,8247,8051,196
"371.2449468",2,2,NA,2,2,NA
"371.2551292",31,9,22,31,9,22
"371.2803337",1422,1422,NA,1428,1428,NA
"371.3166873",5,5,NA,5,5,NA
"371.9668842",1,NA,1,1,NA,1
"372.0361265",4917,230,4687,5005,234,4771
"372.0366003",3,NA,3,3,NA,3
"372.0395001",441,NA,441,441,NA,441
"372.0426522",3,NA,3,3,NA,3
"372.0491149",3,NA,3,3,NA,3
"372.0506455",3,NA,3,3,NA,3
"372.0572277",6940,55,6885,7038,56,6982
"372.0700982",2,2,NA,2,2,NA
"372.0725108",10637,399,10238,10637,399,10238
"372.0846164",1,NA,1,1,NA,1
"372.0855522",2198,6,2192,1253,5,1248
"372.1066857",179,179,NA,41,41,NA
"372.1219416",1905,141,1764,822,54,768
"372.1300076",17076,3419,13657,17057,3419,13638
"372.1334155",4,4,NA,3,3,NA
"372.1411992",681,648,33,681,648,33
"372.1427387",1,NA,1,1,NA,1
"372.1430685",16,16,NA,5,5,NA
"372.1510039",45,45,NA,29,29,NA
"372.1512643",3,3,NA,1,1,NA
"372.1582563",34,NA,34,33,NA,33
"372.1663973",14458,7141,7317,14457,7141,7316
"372.1844676",3,3,NA,2,2,NA
"372.1888852",203,203,NA,196,196,NA
"372.2028242",5936,5280,656,6153,5456,697
"372.2140099",2632,2632,NA,2631,2631,NA
"372.2391498",1544,1514,30,1543,1513,30
"372.3038234",951,924,27,948,922,26
"372.9836351",13,11,2,13,11,2
"372.9871534",29,NA,29,29,NA,29
"373.0001289",3,1,2,2,NA,2
"373.0023257",20,NA,20,20,NA,20
"373.0052079",3,NA,3,3,NA,3
"373.0100916",1,1,NA,1,1,NA
"373.0130777",3,NA,3,3,NA,3
"373.0201141",10366,2728,7638,10045,2626,7419
"373.0306835",36,1,35,20,1,19
"373.0331394",1513,9,1504,1372,7,1365
"373.0386711",8,NA,8,8,NA,8
"373.0388849",2,NA,2,2,NA,2
"373.0412407",12323,640,11683,12312,640,11672
"373.0422893",35,35,NA,5,5,NA
"373.0425938",9,9,NA,9,9,NA
"373.0439252",18,NA,18,17,NA,17
