MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C18H22O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O5,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O8N4,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H24O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H25O7P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H25O9P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O5,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H26O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C18H27O10P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H27O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H27O8N,Protein,NA,Core,Core,Global core,Global core
C18H27O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O10,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O10NP,AminoSugar,NA,Core,Core,Global core,Global core
C18H28O5,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O6,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O7,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O8,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H28O9,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H29O10P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H29O11P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H29O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H29O8N,Protein,NA,Core,Core,Global core,Global core
C18H29O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H29O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H30O3S,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H31O10P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H31O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H31O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H31O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H33O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H33O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C18H36O2,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H16O10,Lignin,Polyphenols,Core,Core,Global core,Global core
C19H16O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H16O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H18O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H18O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H18O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H18O13,Tannin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H18O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H20O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H20O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H20O13,Tannin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H20O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O13,Tannin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H22O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H24O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O5,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O5N4S,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H26O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H27O10P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H27O8P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O5,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H28O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C19H29O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H29O11P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H29O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H29O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H29O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H30O10,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H30O6,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H30O7,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H30O8,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H30O9,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O11P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O5P,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H31O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H32O3S,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H33O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H33O6P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H33O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H33O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C19H35O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H16O10,Lignin,Polyphenols,Core,Core,Global core,Global core
C20H16O12,Lignin,Polyphenols,Core,Core,Global core,Global core
C20H17O11N,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H18O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H18O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H20O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H20O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H20O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H20O13,Tannin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H22O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H22O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H22O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H22O13,Tannin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H22O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H24O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H26O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O5,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H28O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H29O10P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H29O11P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H29O7P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H29O9P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C20H30O10,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O11,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O5,Lipid,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O6,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O7,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O8,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H30O9,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H31O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H31O11N,AminoSugar,NA,Core,Core,Global core,Global core
C20H31O11P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H31O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H31O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H31O9N,Protein,NA,Core,Core,Global core,Global core
C20H31O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H32O6,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H32O7,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H32O8,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H32O9,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H33O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H33O11P,AminoSugar,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H33O6P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H33O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H35O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H35O7P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H35O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H35O9P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H38O7S,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C20H43O5P,Lipid,NA,Core,Core,Global core,Global core
C21H18O10,Lignin,Polyphenols,Core,Core,Global core,Global core
C21H18O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H18O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H18O13,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H20O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H20O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H20O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H20O13,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H20O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H22O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H22O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H22O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H24O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H24O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H24O12,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H24O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H24O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H26O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H26O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O6,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O7,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H28O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H30O10,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H30O11,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H30O8,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H30O9,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H31O10P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H31O9P,Lignin,Highly unsaturated compounds,Core,Core,Global core,Global core
C21H32O10,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H32O11,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H32O7,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H32O8,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H32O9,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H33O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H33O11P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H33O8P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
C21H35O10P,Protein,Unsaturated aliphatics,Core,Core,Global core,Global core
